Number,Sentence
38,수술__05/NNG 은/JX 예상__02/NNG 이상__05/NNG 의/JKG 단시간/NNG (으)로/JKB_CRT 끝나/VV 았/EP 다/EF
39,네째/NR (으)로/JKB_CRT 인물/NNG 들/XSN 을/JKO 둘러싸/VV 고/EC 있/VX 는/ETM 사회__07/NNG 심리__01/NNG 적/XSN
40,앞/NNG (으)로/JKB_CRT 고기__01/NNG 먹__02/VV 고/EC 싶/VX 으면/EC 얘기/NNG 하/XSV 라고/EF
41,도매가/NNG (으)로/JKB_CRT 판매/NNG 하/XSV 므로/EC 시중__03/NNG 보다/JKB 10/SN 정도__11/NNG 싸__05/VA 다/EF
42,오늘/NNG 중__04/NNB (으)로/JKB_CRT 대둔산/NNP 지구__03/NNG 까지/JX 가/VV 아야/EC 하/VX ᄇ니다/EF
43,불탄절/NNG 석가모니/NNP 가/JKS 탄생/NNG 하/XSV ᆫ/ETM 날__01/NNG 을/JKO 경축일/NNG (으)로/JKB_CRT 일컫/VV 는/ETM 말__01/NNG
44,차라리/MAG 문과__01/NNG (으)로/JKB_CRT 가/VV 자/EF
45,경제__04/NNG 는/JX 정치__03/NNG 와/JKB 는/JX 근본/NNG 적/XSN (으)로/JKB_CRT 다르/VA ᆫ/ETM 분야/NNG 이/VCP 다/EF
46,그리고/MAJ 그날/NNG (으)로/JKB_CRT 계약/NNG 을/JKO 하/VV 았/EP 다/EF
47,일상__04/NNG 적/XSN (으)로/JKB_CRT 살__01/VV 는/ETM 훈련/NNG 을/JKO 말__01/NNG 이/VCP 야/EF
48,24/SN 편__09/NNB (으)로/JKB_CRT 이어지/VV ᆫ다/EF
49,등장인물/NNG 은/JX 크/VA 게/EC 세/MM 유형__07/NNG (으)로/JKB_CRT 분류__03/NNG 되/XSV ᆫ다/EF
50,다섯/NR 놈/NNB 이/JKS 차례__01/NNG (으)로/JKB_CRT 한/MM 차례__01/NNG 씩/XSN 몽둥이/NNG 를/JKO 놀리__03/VV 었/EP 다/EF
51,원칙/NNG 적/XSN (으)로/JKB_CRT 는/JX 면회__02/NNG 가/JKS 안/MAG 되__01/VV ᄇ니다/EF
52,연령__01/NNG 별/XSN (으)로/JKB_CRT 보/VV 면/EC 20/SN 대__06/NNB 의/JKG 80/SN 0/SN
53,생산액/NNG (으)로/JKB_CRT 따지__01/VV 면/EC 제조업/NNG 중__04/NNB 8/SN 7/SN 퍼센트/NNG
54,이__05/MM 때__01/NNG 쯤/XSN 세계__02/NNG 의/JKG 역사__04/NNG 는/JX 저녁/NNG 무렵/NNB (으)로/JKB_CRT 접어들/VV ᆫ다/EF
55,3/SN 종__09/NNG (으)로/JKB_CRT 나뉘/VV ᆫ다/EF
56,그래서/MAJ 약수터/NNG 주변__04/NNG 에/JKB 는/JX 새__03/NNG 들/XSN 이/JKS 상대__04/NNG 적/XSN (으)로/JKB_CRT 드물/VA 다/EF
57,이/VCP 었/EP 으나/EC 1989/SN 년__02/NNB 에/JKB 는/JX 18/SN (으)로/JKB_CRT 늘어나/VV 았/EP 다/EF
58,기준/NNG 만__01/NNB 에/JKB 하락세/NNG (으)로/JKB_CRT 돌아서/VV 었/EP 다/EF
59,바람__01/NNG 은/JX 일반__02/NNG 적/XSN (으)로/JKB_CRT 여름철/NNG 보다/JKB 는/JX 겨울철/NNG 에/JKB 많이/MAG 불__01/VV ᆫ다/EF
60,를/JKO 차지__01/NNG 하/XSV 는/ETM 20/SN 대__06/NNB 인구__01/NNG 다음__01/NNG (으)로/JKB_CRT 많/VA 다/EF
61,그날/NNG (으)로/JKB_CRT 이웃집/NNG 여자__02/NNG 나/JC 공장__02/NNG 동료/NNG 에게/JKB 갖/VV 다/EC 주/VX 었/EP 다/EF
62,2/SN 이/MM 책__01/NNG 은/JX 3/SN 부/NNB (으)로/JKB_CRT 이루__01/VV 어/EC 지/VX 어/EC 있/VX 다/EF
63,실지로/MAG 날개/NNP 의/JKG 방__07/NNG 은/JX 둘/NR (으)로/JKB_CRT 나뉘/VV 어/EC 있/VX 다/EF
64,한/MM 마리/NNB 씩/XSN 용도__02/NNG 별/XSN (으)로/JKB_CRT 따로/MAG 썰__01/VV 어/EC 각각/MAG 보관__01/NNG 하/XSV ᆫ다/EF
65,일기__12/NNG 를/JKO 여러/MM 방법/NNG (으)로/JKB_CRT 쓰/VV 어/EC 보/VX ᆫ다/EF
66,일반__02/NNG 적/XSN (으)로/JKB_CRT 물리학자/NNG 들/XSN 은/JX 무/XPN 의미/NNG 를/JKO 다루__01/VV 지/EC 않/VX 는다/EF
67,옹기__02/NNG 는/JX 질그릇/NNG 과/JC 오지그릇/NNG 둘/NR (으)로/JKB_CRT 나누/VV ᆫ다/EF
68,보통/NNG 은행__02/NNG 과/JC 특수__02/NNG 은행__02/NNG (으)로/JKB_CRT 나누/VV 어/EC 지/VX ᆫ단다/EF
69,첫째/NR (으)로/JKB_CRT 은/JX 를/JKO 위하__01/VV ᆫ/ETM 이/VCP ᄇ니다/EF
70,과연__01/MAG 최진실/NNP 의/JKG 시대__02/NNG 는/JX 뒤__01/NNG (으)로/JKB_CRT 밀리__02/VV 는/ETM 것/NNB 이/VCP ᆯ까/EF
71,순__88/NNG (으)로/JKB_CRT 보이__02/VV 어/EC 주/VX ᆫ다/EF
72,아무튼/MAG 앞/NNG (으)로/JKB_CRT 같이/MAG 고민/NNG 하/XSV 면서/EC 풀/VV 어/EC 보/VX 자/EF
73,그것/NP 을/JKO 첫/MM 번/NNB 째/XSN (으)로/JKB_CRT 묻__03/VV 고/EC 싶/VX 습니다/EF
74,3/SN 단계__03/NNG (으)로/JKB_CRT 넘어가__01/VV ᆫ다/EF
75,사람/NNG 은/JX 두/MM 가지/NNB (으)로/JKB_CRT 성장__01/NNG 하/XSV ᆯ/ETM 수__02/NNB 있/VV 다/EF
76,세로__01/NNG 15/SN (으)로/JKB_CRT 정하/VV 아/EC 지/VX 어/EC 있/VX 다/EF
77,10/SN 만/NR 원__01/NNB (으)로/JKB_CRT 하/VV ᄇ시다/EC 그려/JX
78,한/MM 주일/NNB 뒤__01/NNG (으)로/JKB_CRT 하/VV 아/EF
79,다음__01/NNG (으)로/JKB_CRT 는/JX 종려/NNG 가/JKS 있/VV 다/EF
80,생식/NNG 은/JX 무성__02/NNG 생식/NNG 과/JC 유성__01/NNG 생식/NNG (으)로/JKB_CRT 나뉘/VV ᆫ다/EF
81,다리__01/NNG 는/JX 4/SN 길이/NNG (으)로/JKB_CRT 썰__01/VV ᆫ다/EF
82,두세/MM 배__09/NNG (으)로/JKB_CRT 뛰__01/VV ᆫ/ETM 하이__88/NNG 점핑/NNG
83,나훈아/NNP 를/JKO 닮/VV 은/ETM 사람/NNG 은/JX 무려/MAG 4/SN 명/NNB (으)로/JKB_CRT 선호도/NNG 가/JKS 최고__02/NNG
84,양치/NNG 질/XSN 컵/NNG 3/SN 잔__03/NNG (으)로/JKB_CRT 헹구/VV ᆫ다/EF
85,닭/NNG 은/JX 그래도/MAJ 새벽/NNG 낮/NNG (으)로/JKB_CRT 울__01/VV 기/ETN 나/JX 하/VX ᆫ다/EF
86,이/MM 명제/NNG 에/JKB 대하__02/VV 아서/EC 는/JX 두/MM 가지/NNB (으)로/JKB_CRT 논증__02/NNG 하/XSV ᄇ니다/EF
87,92/SN 대__11/NNB 85/SN (으)로/JKB_CRT 샌/NNP 안토니오/NNP 꺾/VV 고/EC 8/SN 위/NNB 확정__02/NNG
88,그/MM 뒤__01/NNG (으)로/JKB_CRT 는/JX 소녀__02/NNG 의/JKG 모습__01/NNG 은/JX 보이__01/VV 지/EC 않/VX 았/EP 다/EF
89,보__01/VV 아서/EC 앞/NNG (으)로/JKB_CRT 둘/NR 이/JKS 같이/MAG 자취__03/NNG 하/XSV 자/EF
90,30/SN 년대/NNB 의/JKG 형성기/NNG 그리고/MAJ 40/SN 년대/NNB 의/JKG 방황기/NNG (으)로/JKB_CRT 나뉘/VV ᆫ다/EF
91,3/SN 대__11/NNB 0/SN (으)로/JKB_CRT 이기__01/VV 었/EP 어요/EF
92,지금__03/NNG 의/JKG 국기__07/NNG 는/JX 다시/MAG 3/SN 개/NNB (으)로/JKB_CRT 돌아오/VV 았/EP 다/EF
93,그/MM 밑__01/NNG (으)로/JKB_CRT 국어/NNG 가/JKS 자그마치/MAG 넷/NR 이나/JX 되__01/VV 는/ETM 스위스/NNP
94,참여/NNG 연대__02/NNG 지식인/NNG 그룹__01/NNG 도/JX 1/SN 2/SN 세대__02/NNG (으)로/JKB_CRT 나뉘/VV ᆫ다/EF
95,삼성/NNP 과/JC 기아/NNP 는/JX 일찌감치/MAG 올/MM 시즌/NNG 2/SN 강__88/NNG (으)로/JKB_CRT 꼽히__01/VV 었/EP 다/EF
96,잠시/MAG 나마/JX 그/MM 시절__01/NNG (으)로/JKB_CRT 되돌아가/VV 아/EC 보/VX 는/ETM 것/NNB
97,이제/MAG 입시__04/NNG 가/JKS 한/MM 달__05/NNG 여/XSN 앞/NNG (으)로/JKB_CRT 다가오/VV 았/EP 다/EF
98,그러나/MAJ 앞/NNG (으)로/JKB_CRT 좀/MAG 더/MAG 검토/NNG 되/XSV 어야/EC 하/VX ᆯ/ETM 것/NNB 같/VA 다/EF
99,모두/MAG 두/MM 배미__01/NNG (으)로/JKB_CRT 되__01/VV ᆫ/ETM 논__01/NNG 이/VCP 었/EP 다/EF
100,올해/NNG (으)로/JKB_CRT 마흔일곱/NR 이/VCP ᆫ/ETM 엄마/NNG 는/JX 아직/MAG 예쁘/VA 다/EF
101,일차__01/NNG (으)로/JKB_CRT 수색__06/NNG 을/JKO 하/VV 자는/ETM 거/NNB 이/VCP 오/EF
102,앞/NNG (으)로/JKB_CRT 그/MM 녀석/NNB 하고/JKB 놀/VV 지/EC 말/VX 아/EF
103,정신__12/NNG 적/XSN (으)로/JKB_CRT 자유__03/NNG 롭/XSA 어/EC 지/VX ᆯ/ETM 필요/NNG 가/JKS 있/VV 습니다/EF
104,2/SN 개월/NNB 말__11/NNB 경/XSN 에/JKB 수정란/NNG 은/JX 4/SN 정도__11/NNG (으)로/JKB_CRT 커지/VV ᆫ다/EF
105,일반__02/NNG 적/XSN (으)로/JKB_CRT 핀셋/NNG 이/VCP 라고/EC 하/VV ᆫ다/EF
106,그것/NP 은/JX 전적__03/NNG (으)로/JKB_CRT 나/NP 에게/JKB 있/VV 다/EF
107,병석이/NNP 가/JKS 두/MM 번/NNB 째/XSN (으)로/JKB_CRT 정학__04/NNG 을/JKO 맞__02/VV 은/ETM 것/NNB 이/VCP 다/EF
108,시__13/NNG 낭송/NNG 운동__02/NNG 이/JKS 전국__03/NNG 적/XSN (으)로/JKB_CRT 자꾸/MAG 번지__01/VV 어/EC 가/VX ᆫ다/EF
109,그/MM 후__08/NNG (으)로/JKB_CRT 그녀/NP 의/JKG 소문__02/NNG 을/JKO 간간히__88/MAG 듣__01/VV 었/EP 다/EF
110,마지막/NNG (으)로/JKB_CRT 방__07/NNG 에다/JKB 도배__08/NNG 를/JKO 하/VV 았/EP 다/EF
111,이/MM 점__10/NNG 을/JKO 한/MM 번/NNB 근원/NNG 적/XSN (으)로/JKB_CRT 돌아보/VV 자/EC 이것/NP 이/VCP 야/EF
112,그러나/MAJ 이/MM 둘/NR 은/JX 근본/NNG 적/XSN (으)로/JKB_CRT 성격__02/NNG 이/JKS 다르/VA 다/EF
113,그러나/MAJ 그/MM 환영__01/NNG 은/JX 순간__03/NNG (으)로/JKB_CRT 희미/XR 하/XSA 게/EC 사라지/VV 었/EP 다/EF
114,남자__02/NNG 축구__04/NNG 는/JX 이탈리아/NNP 에/JKB 0/SN 대__11/NNB 1/SN (으)로/JKB_CRT 지__03/VV 어/EC 탈락/NNG
115,쿠웨이트/NNP 와/JC 인도/NNP 도/JX 1/SN 1/SN (으)로/JKB_CRT 비기__01/VV 었/EP 다/EF
116,한마디/NNG (으)로/JKB_CRT 뾰족/MAG 하/XSA ᆫ/ETM 수__02/NNB 가/JKS 없/VA 는/ETM 셈/NNB 이/VCP 다/EF
117,8/SN 나/NP 는/JX 어린이/NNG 의/JKG 선생__01/NNG 과/JKB 정기__07/NNG 적/XSN (으)로/JKB_CRT 만나/VV ᄇ니다/EF
118,4/SN 쿼터/NNG 후반__01/NNG 에/JKB ᆫ/JX 오히려/MAG 72/SN 75/SN (으)로/JKB_CRT 뒤지__01/VV 었/EP 다/EF
119,이__05/MM 시대__02/NNG 에/JKB 미학/NNG 은/JX 두/MM 갈래/NNG (으)로/JKB_CRT 나뉘/VV 어/EC 발전__01/NNG 하/XSV ᆫ다/EF
120,몸판/NNG 은/JX 앞/NNG 과/JC 뒤__01/NNG (으)로/JKB_CRT 나누/VV ᆫ다/EF
121,둘째/NR (으)로/JKB_CRT 지역__03/NNG 적/XSN 이/VCP ᆫ/ETM 특성__01/NNG 을/JKO 들__04/VV 고/EC 있/VX 다/EF
122,앞/NNG (으)로/JKB_CRT 도/JX 골__14/NNG 욕심/NNG 을/JKO 내__02/VV 겠/EP 다/EF
123,울산/NNP 은/JX 2/SN 골__14/NNG 차__08/NNG 이상__05/NNG (으)로/JKB_CRT 이기__01/VV 어야/EC 우승__05/NNG
124,다음__01/NNG (으)로/JKB_CRT 그/NP 가/JKS 향하/VV ᆫ/ETM 곳__01/NNG 은/JX 군청__01/NNG 소재지/NNG
125,이/MM 중__04/NNB 는/JX 세/MM 권/NNB (으)로/JKB_CRT 나뉘/VV 어/EC 지/VX 어/EC 있/VX 다/EF
126,석기/NNP 의/JKG 허벅지/NNG 는/JX 상상__07/NNG 하/XSV ᆫ/ETM 것/NNB 이상__05/NNG (으)로/JKB_CRT 진무르/VV 었/EP 다/EF
127,도대체/MAG 절대__05/NNG 적/XSN (으)로/JKB_CRT 단순__02/NNG 하/XSA ᆫ/ETM 것/NNB 은/JX 없/VA 다/EF
128,그러나/MAJ 불행/NNG 은/JX 한/MM 번/NNB (으)로/JKB_CRT 끝나/VV 지/EC 않/VX 았/EP 다/EF
129,현재__02/NNG 는/JX 각각/MAG 1/SN 통__16/NNG 과/JC 2/SN 통__16/NNG (으)로/JKB_CRT 되__01/VV 었/EP 다/EF
130,두/MM 음절/NNG (으)로/JKB_CRT 되__01/VV ᆫ/ETM 한자어/NNG 중__04/NNB 에서/JKB 몇/MM 가지/NNB 의/JKG 경우__03/NNG
131,언론/NNG 은/JX 흔히/MAG 제/XPN 4/SN 부__15/NNG (으)로/JKB_CRT 일컫/VV 어/EC 지/VX ᆫ다/EF
132,갑자기/MAG 제임스/NNP 박/NNP 이/JKS 허리__01/NNG 를/JKO 구십/NR 도/NNB (으)로/JKB_CRT 굽히/VV 었/EP 다/EF
133,장관__03/NNG 1/SN 명/NNB 차관__01/NNG 1/SN 명/NNB (으)로/JKB_CRT 되__01/VV 어/EC 있/VX 다/EF
134,중세__02/NNG 후기__03/NNG (으)로/JKB_CRT 의/JKG 전환__03/NNG 에서/JKB 는/JX 의/JKG 창조__03/NNG 가/JKS 돋보이/VV ᆫ다/EF
135,천/NR 원__01/NNB (으)로/JKB_CRT 세/MM 사람/NNG 의/JKG 행복__02/NNG 을/JKO 챙기/VV 어/EC 보/VX ᄇ니다/EF
136,일반__02/NNG 적/XSN (으)로/JKB_CRT 학생/NNG 들/XSN 은/JX 공부__01/NNG 를/JKO 좋아하/VV ᆫ다/EF
137,1/SN (으)로/JKB_CRT 올라가/VV 았/EP 다/EF
138,이제/MAG 내일/NNG (으)로/JKB_CRT 전야제/NNG 가/JKS 다가오/VV 았/EP 습니다/EF
139,전적__03/NNG (으)로/JKB_CRT 맞__01/VV 는/ETM 말__01/NNG 이/VCP 다/EF
140,1979/SN 년__02/NNB 을/JKO 시작__01/NNG (으)로/JKB_CRT 하/VV ᆫ다/EF
141,이/MM 글/NNG 은/JX 전부/MAG 여섯/NR 부분__01/NNG (으)로/JKB_CRT 이루__01/VV 어/EC 지/VX 어/EC 있/VX 다/EF
142,흔히/MAG 송도/NNP 삼절/NNG 의/JKG 하나/NR (으)로/JKB_CRT 손꼽히/VV ᆫ다/EF
143,오이__01/NNG 는/JX 5/SN 길이/NNG (으)로/JKB_CRT 토막__01/NNG 썰__01/VV 어/EC 0/SN 2/SN
144,둘째/NR (으)로/JKB_CRT 등장__01/NNG 인물/NNG 들/XSN 의/JKG 생활상/NNG 도/JX 배경__01/NNG 이/JKC 되__01/VV ᆫ다/EF
145,내년/NNG 초__03/NNB (으)로/JKB_CRT 이__05/MM 공익__01/NNG 채권__01/NNG 의/JKG 만기__05/NNG 가/JKS 돌아오/VV ᆫ다/EF
146,그/MM 뒤__01/NNG (으)로/JKB_CRT 한/MM 번/NNB 도/JX 못/MAG 만나/VV 았/EP 어요/EF
147,저/NP 는/JX 이/MM 문제__06/NNG 를/JKO 세/MM 가지/NNB (으)로/JKB_CRT 나누/VV 어/EC 보/VX 았/EP 습니다/EF
148,이즈음/NNG 부터/JX 여행객/NNG 들/XSN 은/JX 두/MM 갈래/NNG 길__01/NNG (으)로/JKB_CRT 갈라지__01/VV ᆫ다/EF
149,자기/NP 의/JKG 를/JKO 시간__04/NNG 순서/NNG (으)로/JKB_CRT 적__01/VV 어/EC 보/VX 라/EF
150,나/NP 의/JKG 걷__02/VV 기/ETN 는/JX 일정/XR 하/XSA ᆫ/ETM 보폭/NNG (으)로/JKB_CRT 계속__04/NNG 되/XSV ᆫ다/EF
151,아니/VCN 면/EC 21/SN 일/NNB (으)로/JKB_CRT 잘못/MAG 듣__01/VV 은/ETM 것/NNB 이/VCP ᆯ까/EF
152,앞/NNG (으)로/JKB_CRT 10/SN 킬로/NNG 남/VV 았/EP 군요/EF
153,확산/NNG 론/XSN 도/JX 기본/NNG 적/XSN (으)로/JKB_CRT 똑같/VA 은/ETM 말__01/NNG 이/VCP ᄇ니다/EF
154,한/MM 개/NNB 씩/XSN 낱개/NNG (으)로/JKB_CRT 팔/VV 는/ETM 가게/NNG 이/VCP ᄇ니다/EF
155,두/MM 가지/NNB (으)로/JKB_CRT 생각__01/NNG 이/JKC 되__01/VV 더군요/EF
156,내/NP 가/JKS 생애/NNG 최초/NNG (으)로/JKB_CRT 벌__02/VV ᆫ/ETM 돈__01/NNG 이/VCP 었/EP 다/EF
157,앞/NNG (으)로/JKB_CRT ᆫ/JX 절대로/MAG 낚시/NNG 는/JX 안/MAG 하/VV ᆫ다/EF
158,앞/NNG (으)로/JKB_CRT 2/SN 승__12/NNB 남/VV 았/EP 다/EF
159,순__18/NNG (으)로/JKB_CRT 나타나/VV 았/EP 다/EF
160,다음__01/NNG (으)로/JKB_CRT 는/JX 지형__01/NNG 상/XSN 의/JKG 조건__02/NNG 때문/NNB 이/VCP ᆯ/ETM 것/NNB 같/VA 다/EF
161,간격__02/NNG (으)로/JKB_CRT 두/MM 줄__01/NNG 박/VV 아/EC 주/VX 어/EC 고정__06/NNG 시키/XSV ᆫ다/EF
162,그리하여/MAJ 그/MM 후__08/NNG (으)로/JKB_CRT 남/VV 은/ETM 문제__06/NNG 는/JX 오직__01/MAG 성숙/NNG 뿐/JX 이/VCP 다/EF
163,수행__03/NNG 관계자/NNG 들/XSN 은/JX 순간__03/NNG 적/XSN (으)로/JKB_CRT 긴장/NNG 을/JKO 하/VV 았/EP 다/EF
164,방문__03/NNG 코스/NNG 는/JX 모두/MAG 4/SN 개/NNB (으)로/JKB_CRT 나뉘/VV 어/EC 있/VX 다/EF
165,추석__01/NNG 후__08/NNG (으)로/JKB_CRT 는/JX 처음/NNG 만나/VV 는/ETM 이/NNP 선생__01/NNG 이/VCP 었/EP 다/EF
166,앞/NNG (으)로/JKB_CRT 더/MAG 늘어나/VV ᆯ/ETM 전망__03/NNG 이/VCP 다/EF
167,순간__03/NNG 적/XSN (으)로/JKB_CRT 나/NP 는/JX 가슴__01/NNG 이/JKS 콱/MAG 막히/VV 었/EP 습니다/EF
168,그리고/MAJ 처음/NNG (으)로/JKB_CRT 저/MM 하늘/NNG 을/JKO 보__01/VV 는/ETM 듯/NNB 하/XSA 았/EP 다/EF
169,20/SN (으)로/JKB_CRT 앞서/VV ᆫ/ETM 7/SN 회/NNB 말__11/NNB
170,물__01/NNG 이/JKS 좋/VA 지/EC 않/VX 다/EC 는/ETM 이유__04/NNG 하나/NR 만/JX (으)로/JKB_CRT
171,마지막/NNG (으)로/JKB_CRT 한/MM 번/NNB 더/MAG 돌리__04/VV 면/EC 창조__03/NNG 끝/NNG 1789/SN
172,호연지기/NNG 를/JKO 가지/VV ᆫ/ETM 사람/NNG 은/JX 구체__02/NNG 적/XSN (으)로/JKB_CRT 어떤/MM 사람/NNG 이/VCP ᆯ까요/EF
173,다른/MM 쪽__05/NNB 도/JX 같/VA 은/ETM 너비/NNG (으)로/JKB_CRT 박음질/NNG 하/XSV ᆫ다/EF
174,1/SN 외래어/NNG 는/JX 국어/NNG 의/JKG 24/SN 자모__03/NNG 만/JX (으)로/JKB_CRT 적__01/VV 는다/EF
175,그/MM 이후__02/NNG (으)로/JKB_CRT 다시/MAG 보__01/VV 기/ETN ᆫ/JX 처음/NNG 이/VCP 다/EF
176,앞/NNG (으)로/JKB_CRT 열심히/MAG 일본어/NNP 를/JKO 배우__01/VV 시/EP 오/EF
177,둘째/NR (으)로/JKB_CRT 는/JX 한국/NNP 의/JKG 역량__01/NNG 에/JKB 관하__02/VV ᆫ/ETM 것/NNB 이/VCP 다/EF
178,환상__02/NNG 적/XSN 기준/NNG (으)로/JKB_CRT 가득/MAG 차__01/VV 아/EC 있/VX 었/EP 다/EF
