Number,Sentence
26,한/NNP 목사__05/NNG 는/JX 교회__02/NNG 장비__07/NNG (으)로/JKB_INS 직접/MAG 방송__01/NNG 도/JX 하/VV 았/EP 다/EF
27,토담/NNG 너메/NNG (으)로/JKB_INS 끝순이/NNP 어메/NNG 가/JKS 얼매나/MAG 숭__01/NNG 을/JKO 보__01/VV 았/EP 다고야/EF
28,공업__01/NNG 용/XSN 재봉틀/NNG 한/MM 대__15/NNB (으)로/JKB_INS 가게/NNG 문__05/NNG 을/JKO 열__02/VV ᆫ/ETM 정우성/NNP 씨/NNB
29,부겐빌레아/NNG 그늘/NNG 흙/NNG (으)로/JKB_INS 덮/VV 은/ETM 자리__01/NNG 는/JX 그대로/MAG 이/VCP 었/EP 다/EF
30,장모__01/NNG 가/JKS 수건/NNG (으)로/JKB_INS 얼굴/NNG 을/JKO 감싸/VV 면서/EC 오열__08/NNG 하/XSV 았/EP 다/EF
31,온몸/NNG (으)로/JKB_INS 그/NP 는/JX 바람__01/NNG 을/JKO 다/MAG 맞아들이/VV 고/EC 싶/VX 었/EP 다/EF
32,저/NP 는/JX 두/MM 손바닥/NNG (으)로/JKB_INS 남편__01/NNG 의/JKG 두/MM 팔__01/NNG 을/JKO 감싸/VV 았/EP 지요/EF
33,완전히/MAG 콧구멍/NNG (으)로/JKB_INS 스팀/NNG 뿜/VV 을/ETM 기세__01/NNG 이/VCP 네/EF
34,뒷산/NNG 은/JX 어느새/MAG 연초록/NNG 새/MM 잎/NNG (으)로/JKB_INS 덮이/VV 어/EC 있/VX 었/EP 다/EF
35,가르시아/NNP 는/JX 출입문/NNG 을/JKO 손가락/NNG (으)로/JKB_INS 가리키__01/VV 었/EP 다/EF
36,그/NP 는/JX 속__01/NNG (으)로/JKB_INS 중얼거리/VV ᆫ다/EF
37,드라이버/NNG (으)로/JKB_INS 나사__01/NNG 를/JKO 풀/VV 어/EC 팬__02/NNG 을/JKO 해체__03/NNG 하/XSV ᆫ다/EF
38,진우/NNP 는/JX 속__01/NNG (으)로/JKB_INS 수혜/NNP 의/JKG 말__01/NNG 을/JKO 되새기__01/VV 어/EC 보/VX 았/EP 다/EF
39,유태인/NNG 의/JKG 달력/NNG 은/JX 태음력/NNG 의/JKG 해__01/NNG (으)로/JKB_INS 이루__01/VV 어/EC 지/VX ᆫ다/EF
40,하/VV 며/EC 조선말/NNG (으)로/JKB_INS 이/NNP 서방__02/NNG 에게/JKB 명__05/NNG 하/XSV ᆫ다/EF
41,누구/NP 이/VCP ᆫ지/EC 발길/NNG (으)로/JKB_INS 탁/MAG 차__02/VV ᆫ다/EF
42,첫째/NR 그냥/MAG 나이__01/NNG (으)로/JKB_INS 회갑__02/NNG 을/JKO 살__01/VV ᆫ/ETM 것/NNB
43,플라스틱/NNG (으)로/JKB_INS 만들/VV ᆫ/ETM 샤베트기/NNG 는/JX 수입품__02/NNG 이/JKS 대부분/NNG 이/VCP 다/EF
44,청구야담/NNP 의/JKG 이야기/NNG 를/JKO 중심__01/NNG (으)로/JKB_INS 살펴보/VV 자/EF
45,생명/NNG 에/JKB 의지__04/NNG 하/XSV 고/EC 생명/NNG 의/JKG 힘__01/NNG (으)로/JKB_INS 살아가/VV 자/EF
46,더구나/MAG 나/NP 의/JKG 혼자__01/NNG 힘__01/NNG (으)로/JKB_INS 벌__02/VV ᆫ/ETM 돈__01/NNG 이/JKC 아니/VCN ᆫ가/EF
47,도박__02/NNG 은/JX 단속__01/NNG (으)로/JKB_INS 만/JX 되__01/VV 는/ETM 것/NNB 이/JKC 아니/VCN 다/EF
48,이/NP 를/JKO 팔/VV 아/EC 수도원/NNG 운영비/NNG (으)로/JKB_INS 충당__01/NNG 하/XSV ᆫ다/EF
49,남자__02/NNG 는/JX 손__01/NNG (으)로/JKB_INS 머리__01/NNG 를/JKO 비비/VV 며/EC 말__01/NNG 하/XSV 았/EP 다/EF
50,효철/NNP 은/JX 수건/NNG (으)로/JKB_INS 땀__01/NNG 을/JKO 닦__01/VV 고/EC 있/VX 었/EP 다/EF
51,저/NP 의/JKG 집__01/NNG 을/JKO 누구/NP 가/JKS 동__15/NNB 호수__09/NNG (으)로/JKB_INS 찾/VV 수/EF
52,우리말/NNG (으)로/JKB_INS 정확__01/NNG 하/XSA 게/EC 말__01/NNG 하/XSV 았/EP 구먼/EC 뭐/NP ᆯ/JKO 그러/VV 어/EF
53,적__13/NNG 을/JKO 공격__02/NNG 하/XSV ᆯ/ETM 때__01/NNG 는/JX 적__13/NNG 의/JKG 칼__01/NNG (으)로/JKB_INS 치__02/VV 어라/EF
54,그리고/MAJ 그/MM 핏줄기/NNG 를/JKO 채찍/NNG (으)로/JKB_INS 거머쥐/VV 고/EC 싶/VX 어/EC 하/VX ᆫ다/EF
55,오빠/NNG 가/JKS 밤중/NNG 에/JKB 전화__07/NNG (으)로/JKB_INS 하/VV ᆫ/ETM 말__01/NNG 이/VCP 었/EP 다/EF
56,속__01/NNG (으)로/JKB_INS 외치__01/VV 었/EP 다/EF
57,물__01/NNG 의/JKG 는/JX 음양__02/NNG (으)로/JKB_INS 움직이/VV ᆫ다/EF
58,보통/NNG 도스킨/NNG 개버딘/NNG 서지__06/NNG 등/NNB 의/JKG 모직물/NNG (으)로/JKB_INS 만들/VV ᆫ다/EF
59,나/NP 는/JX 기어들/VV 는/ETM 소리__01/NNG (으)로/JKB_INS 말__01/NNG 하/XSV 았/EP 다/EF
60,앵도주/NNG 는/JX 루비/NNG 처럼/JKB 곱__02/VA ᆫ/ETM 빛/NNG (으)로/JKB_INS 투명__02/NNG 하/XSA 았/EP 다/EF
61,김/NNP 선생/NNG 은/JX 감탄/NNG 의/JKG 눈__01/NNG (으)로/JKB_INS 그/NP 를/JKO 다시/MAG 보__01/VV 았/EP 다/EF
62,맨/XPN 머리__01/NNG (으)로/JKB_INS 유리창/NNG 을/JKO 들이받/VV 았/EP 으니/EF
63,동전__05/NNG (으)로/JKB_INS 도/JX 잘/MAG 낫/VV 는다/EF
64,지우개/NNG (으)로/JKB_INS 빡빡__01/MAG 지우__01/VV 어/EC 버리/VX 고/EC 싶/VX 은/ETM 헤드라인/NNG 이/VCP 었/EP 다/EF
65,아이라이너/NNG (으)로/JKB_INS 촘촘히/MAG 채우__03/VV 도록/EC 하/VX ᆫ다/EF
66,유/NNP 간사__06/NNG 가/JKS 열띠/VA ᆫ/ETM 목소리/NNG (으)로/JKB_INS 말__01/NNG 하/XSV 았/EP 다/EF
67,사람/NNG 들/XSN 은/JX 자동차/NNG (으)로/JKB_INS 화해__02/NNG 가/VV 고/EC 있/VX 다/EF
68,실력__02/NNG (으)로/JKB_INS 승부__03/NNG 를/JKO 겨루__01/VV 시/EP 어요/EF
69,그곳/NP 의/JKG 여성__01/NNG 은/JX 아예/MAG 천__01/NNG (으)로/JKB_INS 온몸/NNG 을/JKO 덮/VV 어/EC 버리/VX ᄇ니다/EF
70,차미언/NNP 이/JKS 그/NP 의/JKG 엉덩이/NNG 를/JKO 발__01/NNG (으)로/JKB_INS 뻥/NNG 차__02/VV 았/EP 다/EF
71,선비/NNP 는/JX 몇/MM 번/NNB 이나/JX 입속/NNG (으)로/JKB_INS 간난이/NNP 를/JKO 부르/VV 었/EP 다/EF
72,옷/NNG 과/JC 얼굴/NNG 이/JKS 바닥__01/NNG 의/JKG 먼지__01/NNG (으)로/JKB_INS 시커메지/VV 었/EP 다/EF
73,그런데/MAJ 그/MM 안경__03/NNG (으)로/JKB_INS 나/NP 는/JX 또/MAG 한/MM 가지/NNB 를/JKO 보__01/VV 았/EP 습니다/EF
74,나/NP 의/JKG 손__01/NNG (으)로/JKB_INS 이__05/MM 어둠/NNG 을/JKO 파내/VV 리라/EF
75,이번__01/NNG 공연__02/NNG 도/JX 회심곡/NNP 을/JKO 중심__01/NNG (으)로/JKB_INS 펼쳐지/VV ᆫ다/EF
76,나/NP 는/JX 그곳/NP 을/JKO 손__01/NNG (으)로/JKB_INS 쓸__02/VV 어/EC 보/VX 았/EP 다/EF
77,경지/NNP 는/JX 크/VA ᆫ/ETM 소리__01/NNG (으)로/JKB_INS 발악/NNG 하/XSV 고/EC 싶/VX 었/EP 다/EF
78,갑자기/MAG 승주/NNP 가/JKS 손가락/NNG (으)로/JKB_INS 한/MM 줄__01/NNG 을/JKO 가리키__01/VV 었/EP 다/EF
79,영기/NNP 는/JX 거의/MAG 울음/NNG 에/JKB 가깝/VA ᆫ/ETM 목소리/NNG (으)로/JKB_INS 말__01/NNG 하/XSV 았/EP 다/EF
80,학문__02/NNG 에서/JKB 진실__02/NNG 을/JKO 탐구__02/NNG 하/XSV 는/ETM 행위/NNG 는/JX 논리/NNG (으)로/JKB_INS 이루어지/VV ᆫ다/EF
81,저/NP 들/XSN 의/JKG 식칼/NNG 테러/NNG 온몸/NNG (으)로/JKB_INS 맞서/VV 었/EP 다/EF
82,무슨/MM 돈__01/NNG (으)로/JKB_INS 나/NP 의/JKG 새끼__02/NNG 들/XSN 을/JKO 기르/VV 나/EF
83,치즈/NNG (으)로/JKB_INS 조리__09/NNG 하/XSV ᆯ/ETM 때__01/NNG 도/JX 저온/NNG 에서/JKB 천천히/MAG 익히__01/VV ᆫ다/EF
84,그/NP 는/JX 눈__01/NNG (으)로/JKB_INS 웃/VV 으면서/EC 말__01/NNG 하/XSV 았/EP 다/EF
85,변기__01/NNG (으)로/JKB_INS 받__01/VV 아/EC 내/VX 어야/EC 하/VX ᆫ다/EF
86,가와시마/NNP 의/JKG 영업/NNG 방법/NNG 은/JX 맨/XPN 발__01/NNG (으)로/JKB_INS 뛰__02/VV 는/ETM 것/NNB
87,안__01/NNG (으)로/JKB_INS 침묵/NNG 하/XSV 는/ETM 돌부처/NNG 같/VA 은/ETM 심성__01/NNG
88,어머니/NNG 는/JX 삯바느질/NNG (으)로/JKB_INS 우리/NP 4/SN 남매/NNG 를/JKO 기르/VV 었/EP 다/EF
89,칼__01/NNG (으)로/JKB_INS 해결__02/NNG 하/XSV 기/ETN 에/JKB 는/JX 무리__08/NNG 가/JKS 있/VV 었/EP 다/EF
90,경지/NNP 는/JX 속__01/NNG (으)로/JKB_INS 중얼거리/VV 었/EP 다/EF
91,네/IC 대개__03/MAG 밤차/NNG (으)로/JKB_INS 올라가/VV ᄇ니다/EF
92,월드컵/NNG 을/JKO 한국/NNP 의/JKG 신명__01/NNG 무대__06/NNG (으)로/JKB_INS 달구__01/VV ᆫ다/EC
93,그/MM 말__01/NNG 을/JKO 나/NP 의/JKG 입/NNG (으)로/JKB_INS 통역/NNG 을/JKO 하/VV 았/EP 어/EF
94,나/NP 는/JX 창__09/NNG (으)로/JKB_INS 병원__02/NNG 안__01/NNG 을/JKO 들여다보/VV 았/EP 다/EF
95,나/NP 는/JX 속__01/NNG (으)로/JKB_INS 그렇/VA 게/EC 생각__01/NNG 하/XSV 았/EP 다/EF
96,다음__01/NNG 스케줄/NNG 은/JX 전화__07/NNG (으)로/JKB_INS 연락__02/NNG 주/VV 시/EP 고/EF
97,우리/NP 마을__01/NNG 이용하/NNP 어른/NNG 은/JX 하루__01/NNG 를/JKO 술__01/NNG (으)로/JKB_INS 보내/VV 시/EP ᆫ다/EF
98,방적__02/NNG 방적사/NNG 섬유/NNG (으)로/JKB_INS 실__01/NNG 을/JKO 뽑/VV 아/EC 내/VX 는/ETM 일__01/NNG
99,그/NP 가/JKS 그녀/NP 의/JKG 허리__01/NNG 를/JKO 한/MM 팔__01/NNG (으)로/JKB_INS 당기__01/VV 었/EP 다/EF
100,다만/MAG 젖가슴/NNG 을/JKO 두/MM 팔__01/NNG (으)로/JKB_INS 감싸/VV 았/EP 다/EF
101,공중전화/NNG (으)로/JKB_INS 해보/VV 지/EF
102,벌레__01/NNG 는/JX 손__01/NNG (으)로/JKB_INS 일일이__02/MAG 잡__01/VV 아/EC 내/VX ᆫ다/EF
103,무__02/NNG 당근/NNG 처럼/JKB 수세미__01/NNG (으)로/JKB_INS 표면/NNG 의/JKG 흙/NNG 을/JKO 닦__01/VV 는다/EF
104,예리/NNP 는/JX 바다/NNP 의/JKG 글씨/NNG 를/JKO 손끝/NNG (으)로/JKB_INS 더듬/VV 어/EC 보/VX 았/EP 다/EF
105,저녁/NNG 차__06/NNG (으)로/JKB_INS 대구/NNP 에/JKB 가/VV 았/EP 다/EF
106,이/NP 에/JKB 대하__02/VV 아/EC 박재홍/NNP 도/JX 쿨바/NNP 와/JC 스트롱/NNP 에게/JKB 케이크/NNG (으)로/JKB_INS 역공세/NNG
107,자/IC 두/MM 손__01/NNG (으)로/JKB_INS 술잔/NNG 을/JKO 받__01/VV 아라/EF
108,코__01/NNG (으)로/JKB_INS 흙냄새/NNG 가/JKS 확/MAG 끼치__01/VV 어/EC 오/VX 았/EP 다/EF
109,김/NNP 선생__01/NNG 님/XSN 은/JX 학교/NNG 팀/NNG 선수__05/NNG (으)로/JKB_INS 배구__06/NNG 를/JKO 하/VV 았/EP 습니다/EF
110,아가__01/NNG 는/JX 어디/NP (으)로/JKB_INS 낳__01/VV 는가/EF 라고/JKQ
111,여러분/NP 뜨겁/VA ᆫ/ETM 박수__02/NNG (으)로/JKB_INS 환영__02/NNG 하/XSV 아/EC 주/VX 시/EP ᄇ시오/EF
112,나/NP 는/JX 속__01/NNG (으)로/JKB_INS 가만가만/MAG 노래__01/NNG 를/JKO 부르/VV 어/EC 보/VX 았/EP 다/EF
113,내/NP 남__01/NNG 의/JKG 제물__03/NNG (으)로/JKB_INS 제사__07/NNG 를/JKO 지내/VV ᆫ다/EF
114,작업장/NNG (으)로/JKB_INS 쓰__03/VV 던/ETM 마당/NNG 도/JX
115,또/MAG 어떤/MM 여성__01/NNG 은/JX 핸커치프/NNG (으)로/JKB_INS 무릎/NNG 을/JKO 덮/VV 는다/EF
116,나/NP 는/JX 눈__01/NNG (으)로/JKB_INS 상주/NNP 를/JKO 찾/VV 았/EP 다/EF
117,아저씨/NNG 가/JKS 고추__01/NNG 밭/NNG 을/JKO 턱__01/NNG (으)로/JKB_INS 가리키__01/VV 었/EP 습니다/EF
118,에어로빅/NNG 도/JX 건강__03/NNG 비디오/NNG (으)로/JKB_INS 새롭/VA 게/EC 제작__02/NNG 되/XSV 어/EC 인기__01/NNG 이/VCP 다/EF
119,품이/NNP 는/JX 전화__07/NNG (으)로/JKB_INS 묻__03/VV 었/EP 습니다/EF
120,그녀/NP 는/JX 손바닥/NNG (으)로/JKB_INS 침대__02/NNG 위__01/NNG 를/JKO 쓸__02/VV 었/EP 다/EF
121,입/NNG 안__01/NNG (으)로/JKB_INS 헤아리/VV 었/EP 다/EF
122,무전기/NNG (으)로/JKB_INS 연락__02/NNG 이/JKS 들어오/VV 았/EP 다/EF
123,몽둥이/NNG (으)로/JKB_INS 세간__01/NNG 도/JX 박살__01/NNG 을/JKO 내__02/VV 었/EP 다/EF
124,아침/NNG 8/SN 시/NNB 차__06/NNG (으)로/JKB_INS 세/MM 사람/NNG 은/JX 떠나/VV 았/EP 다/EF
125,하기야/MAJ 마음속/NNG (으)로/JKB_INS 는/JX 맛있/VA 다고/EC 생각__01/NNG 하/XSV 았/EP 다/EF
126,사내__01/NNG 는/JX 다시/MAG 손수건/NNG (으)로/JKB_INS 안경__03/NNG 밑__01/NNG 을/JKO 누르/VV 었/EP 다/EF
127,곰이/NNP 는/JX 크/VA ᆫ/ETM 소리__01/NNG (으)로/JKB_INS 말__01/NNG 하/XSV 았/EP 습니다/EF
128,대낮/NNG 의/JKG 길거리/NNG 에서/JKB 생선회/NNG 칼__01/NNG (으)로/JKB_INS 사람/NNG 을/JKO 긋__01/VV 는/ETM 폭력배/NNG
129,나/NP 는/JX 도로변/NNG 의/JKG 가로수/NNG 를/JKO 발__01/NNG (으)로/JKB_INS 걷어차/VV 았/EP 다/EF
130,작업실/NNG (으)로/JKB_INS 는/JX 가장__01/MAG 작__01/VA 은/ETM 방__07/NNG 을/JKO 선택/NNG 하/XSV 았/EP 다/EF
131,밥__01/NNG 도/JX 왼손/NNG (으)로/JKB_INS 먹__02/VV 어요/EF
132,니나/NNP 는/JX 저/NP 의/JKG 발__01/NNG (으)로/JKB_INS 아파트/NNG 를/JKO 찾아오/VV 았/EP 다/EF
133,하고/JKQ 동식이/NNP 는/JX 발길/NNG (으)로/JKB_INS 차__02/VV 았/EP 다/EF
134,그리고/MAJ 입/NNG 과/JC 눈__01/NNG 은/JX 테이프/NNG (으)로/JKB_INS 막히/VV 어/EC 있/VX 었/EP 다/EF
135,이모__02/NNG 는/JX 속__01/NNG (으)로/JKB_INS 빌__01/VV 었/EP 습니다/EF
136,인터넷/NNG 과/JC 전화__07/NNG 주문__04/NNG (으)로/JKB_INS 품귀/NNG 현상__04/NNG 을/JKO 빚/VV 을/ETM 정도__11/NNG 이/VCP 다/EF
137,재영이/NNP 는/JX 입/NNG 속__01/NNG (으)로/JKB_INS 한/MM 번/NNB 외__02/VV 어/EC 보/VX ᄇ니다/EF
138,꺼지__01/VV ᆯ/ETM 듯/NNB 하/XSA ᆫ/ETM 목소리/NNG (으)로/JKB_INS 말__01/NNG 하/XSV 았/EP 다/EF
139,형__01/NNG 이/JKS 다시/MAG 나직/XR 하/XSA ᆫ/ETM 목소리/NNG (으)로/JKB_INS 꾸짖/VV 었/EP 다/EF
140,그녀/NP 는/JX 턱__01/NNG (으)로/JKB_INS 책__01/NNG 을/JKO 누르/VV ᆫ/ETM 채__09/NNB 말__01/NNG 하/XSV 았/EP 다/EF
141,은__04/NNG 실__01/NNG 거미줄/NNG (으)로/JKB_INS 방벽/NNG 을/JKO 이루__01/VV ᆫ/ETM 구멍/NNG 을/JKO 조사__30/NNG 하/XSV ᆫ다/EF
142,물론/MAG 경륜__02/NNG 만/JX (으)로/JKB_INS 모든/MM 문제__06/NNG 가/JKS 풀리/VV 는/ETM 것/NNB 은/JX 아니/VCN 다/EF
143,채팅/NNG 이나/JC 헌팅/NNG (으)로/JKB_INS 남자__02/NNG 들/XSN 을/JKO 만나/VV 는/ETM 것/NNB 이/VCP 다/EF
144,해미/NNP 가/JKS 잠기__01/VV ᆫ/ETM 소리__01/NNG (으)로/JKB_INS 말__01/NNG 하/XSV 았/EP 다/EF
145,니/NP 눈__01/NNG (으)로/JKB_INS 한번/NNG 보__01/VV 아라/EF
146,총구/NNG (으)로/JKB_INS 대화__06/NNG 를/JKO 나누/VV 는/ETM 시대__02/NNG 이/VCP 니까요/EF
147,그것/NP 은/JX 눈__01/NNG (으)로/JKB_INS 보/VV 는/ETM 힘__01/NNG 이/VCP 다/EF
148,밥풀때기/NNG (으)로/JKB_INS 맹글/VV 었/EP 습니다/EF
149,트럭/NNG 기사__02/NNG 는/JX 휴게소/NNG 쪽__05/NNB (으)로/JKB_INS 걸어가/VV 았/EP 지/EF
150,저/NP 혼자__01/NNG 만/JX 의/JKG 힘__01/NNG (으)로/JKB_INS 이루__01/VV ᆫ/ETM 것/NNB 이/JKS 아니/VCN ᄇ니다요/EF
151,입찬소리/NNG (으)로/JKB_INS 훈계__01/NNG 하/XSV 는/ETM 편__04/NNB 이/JKS 낫__02/VA 았/EP 다/EF
152,내/NP 가/JKS 다시/MAG 볼멘소리/NNG (으)로/JKB_INS 중얼거리/VV 자/EC
153,뽕나무/NNG (으)로/JKB_INS 시험__03/NNG 을/JKO 삼__02/VV 자/EF
154,힘__01/NNG (으)로/JKB_INS 다스리/VV 는/ETM 독재/NNG 권력__02/NNG 도/JX 언제나/MAG 민주__02/NNG 를/JKO 가장__11/NNG 하/XSV ᄇ니다/EF
155,떡__01/NNG 은/JX 입/NNG (으)로/JKB_INS 먹__02/VV 는다/EF
156,그러나/MAJ 그/NP 는/JX 더욱/MAG 크/VA ᆫ/ETM 소리__01/NNG (으)로/JKB_INS 말__01/NNG 하/XSV 았/EP 다/EF
157,라디오/NNG (으)로/JKB_INS 이미/MAG 듣__01/VV 었/EP 네/EF
158,이미정/NNP 은/JX 혼신__02/NNG 을/JKO 다/MAG 하/XSV 아/EC 속__01/NNG (으)로/JKB_INS 외치__01/VV 었/EP 다/EF
159,그/MM 참상__04/NNG 을/JKO 나/NP 의/JKG 입/NNG (으)로/JKB_INS 알리/VV 고/EC 싶/VX 었/EP 다/EF
160,상덕/NNP 은/JX 큰소리__01/NNG (으)로/JKB_INS 묻__03/VV 었/EP 다/EF
161,11/SN 시/NNB 반__07/NNG 에/JKB 버스__02/NNG (으)로/JKB_INS 학교/NNG 를/JKO 떠나/VV 았/EP 다/EF
162,할아버지/NNG 는/JX 마음__01/NNG 속__01/NNG (으)로/JKB_INS 몇/MM 번/NNB 이/VCP 고/EC 빌__01/VV 었/EP 다/EF
163,그리고/MAJ 마음__01/NNG 속__01/NNG (으)로/JKB_INS 답__03/NNG 을/JKO 정하__03/VV 시/EP 어요/EF
164,그녀/NP 는/JX 먼지떨이/NNG (으)로/JKB_INS 그/NP 의/JKG 어깨__01/NNG 를/JKO 툭툭/MAG 때리__01/VV 었/EP 다/EF
165,나/NP 는/JX 크/VA ᆫ/ETM 소리__01/NNG (으)로/JKB_INS 말__01/NNG 하/XSV 았/EP 다/EF
166,나/NP 의/JKG 속__01/NNG (으)로/JKB_INS 낳__01/VV ᆫ/ETM 자식__01/NNG 도/JX 마찬가지/NNG 이/VCP 다/EF
167,청년/NNG 은/JX 속__01/NNG (으)로/JKB_INS 경관__06/NNG 이/VCP 거니/EC 는/JX 하/VV 면서/EC 도/JX
168,선비/NNP 는/JX 짚신/NNG (으)로/JKB_INS 눈__01/NNG 을/JKO 옮기/VV 었/EP 다/EF
169,환경__02/NNG 문제__06/NNG 는/JX 시민운동/NNG (으)로/JKB_INS 해결__02/NNG 하/XSV ᆯ/ETM 수__02/NNB 있/VV 다/EF
170,우백질/NNG 편마암/NNG 은/JX 석영__02/NNG 과/JC 장석__02/NNG (으)로/JKB_INS 만/JX 되__01/VV 어/EC 있/VX 다/EF
171,상모/NNP 는/JX 혓바닥/NNG (으)로/JKB_INS 입천장/NNG 을/JKO 더듬/VV 어/EC 보/VX 았/EP 다/EF
172,하고/JKQ 입/NNG 안__01/NNG (으)로/JKB_INS 가만히/MAG 부르/VV 어/EC 보/VX 았/EP 다/EF
173,곡물/NNG (으)로/JKB_INS 키우/VV ᆫ/ETM 살코기/NNG 식단__01/NNG 은/JX 대단히/MAG 비/XPN 효율/NNG 적/XSN 이/VCP 다/EF
174,지휘봉/NNG (으)로/JKB_INS 보면대/NNP 를/JKO 똑똑똑똑/MAG 치__02/VV 면서/EC 라르고__01/NNG
175,순정__03/NNG 의/JKG 너/NP 의/JKG 가슴__01/NNG 을/JKO 대패__01/NNG (으)로/JKB_INS 팍팍__01/MAG 밀__01/VV 었/EP 구나/EF
176,털실/NNG (으)로/JKB_INS 짜__01/VV ᆫ/ETM 조끼__01/NNG 이/VCP 었/EP 다/EF
177,모스크바/NNP 에서/JKB 기차__01/NNG (으)로/JKB_INS 레닌그라드/NNP 에/JKB 내리/VV 었/EP 다/EF
178,오늘/NNG 은/JX 저녁/NNG 차__06/NNG (으)로/JKB_INS 돌아가/VV 아야지/EF
179,나/NP 는/JX 속__01/NNG (으)로/JKB_INS 중얼거리/VV 었/EP 다/EF
180,인류__01/NNG 는/JX 이/MM 생명/NNG 의/JKG 제사__07/NNG (으)로/JKB_INS 살아오/VV 았/EP 습니다/EF
181,주먹/NNG (으)로/JKB_INS 두드리/VV 었/EP 다/EF
182,경지/NNP 핸드폰/NNG (으)로/JKB_INS 전화__07/NNG 를/JKO 걸__02/VV 어/EC 보/VX ᆯ까/EF
